"","county_fips","total_flu","total_asymp_flu","percent_asymp_flu","percent_5_12_flu","percent_18_49_flu","percent_0_4_flu","percent_50_64_flu","percent_65_plus_flu","percent_13_17_flu","percent_female_flu","percent_white_flu","percent_black_flu","percent_hispanic_flu","percent_asian_flu","total_covid","total_rsv","total_all_cause","avg_temp","avg_humidity","percent_poor_health","days_poor_mental_health","percent_obese","rate_doctors","percent_unemployed","life_expectancy","percent_mental_distress","median_hh_income","population","percent_rural","percent_vaccinated","icu_beds","percent_asymp_flu_log","percent_asymp_flu_scale","percent_flu","percent_rsv","percent_covid","rate_icu_beds","median_hh_income_scale","population_scale","percent_65_plus_flu_scale","percent_white_flu_scale","percent_female_flu_scale","percent_poor_health_scale","percent_obese_scale","percent_mental_distress_scale","percent_rural_scale","percent_vaccinated_scale"
"285","12011",3400,585,0.172058823529412,0.180294117647059,0.300588235294118,0.116764705882353,0.153823529411765,0.159411764705882,0.0891176470588235,0.542352941176471,0.421169504071058,0.232420429311621,0.290895632864545,0.0555144337527757,3739,432,1005325,78.1736954265971,74.510278399943,0.162,4.4813474883,0.306,75.71273,0.0286148623,79.723128348,0.15,70834,1947026,7.81742e-05,0.37,587,2.8452513226157,17.2058823529412,3.38199089846567,0.429711784746226,3.71919528510681,30.1485444981218,7.0834,19.47026,15.9411764705882,42.1169504071058,54.2352941176471,16.2,30.6,15,0.00781742,37
"286","12013",138,60,0.434782608695652,0.289855072463768,0.282608695652174,0.152173913043478,0.0652173913043478,0.0507246376811594,0.159420289855072,0.528985507246377,0.783783783783784,0.135135135135135,0.0810810810810811,0,118,18,5665,69.5365350250386,74.3809362473422,0.215,5.50101647,0.371,29.32336,0.0326648749,74.311576368,0.183,46766,13464,1,0.2,0,3.77226106305299,43.4782608695652,24.360105913504,3.17740511915269,20.8296557811121,0,4.6766,0.13464,5.07246376811594,78.3783783783784,52.8985507246377,21.5,37.1,18.3,100,20
"287","12015",537,195,0.363128491620112,0.199255121042831,0.176908752327747,0.109869646182495,0.111731843575419,0.309124767225326,0.0931098696461825,0.521415270018622,0.746031746031746,0.148148148148148,0.0846560846560847,0.0211640211640212,594,59,95526,76.0235571804525,75.0466493119517,0.147,5.4428825201,0.3,62.10128,0.0342824394,79.63256916,0.164,65040,202661,0.0649997056,0.49,51,3.59217165004297,36.3128491620112,5.62150618679731,0.617632895756129,6.21820237422272,25.1651773158131,6.504,2.02661,30.9124767225326,74.6031746031746,52.1415270018622,14.7,30,16.4,6.49997056,49
"288","12017",530,252,0.475471698113208,0.177358490566038,0.171698113207547,0.133962264150943,0.139622641509434,0.30188679245283,0.0754716981132075,0.569811320754717,0.827586206896552,0.0689655172413793,0.0862068965517241,0.0172413793103448,689,86,87653,70.9658806380994,78.20699147415,0.163,5.4286847857,0.316,46.17827,0.0413523161,73.157836772,0.174,52534,162529,0.2497416197,0.42,40,3.86172226695335,47.5471698113208,6.04656999760419,0.981141546781057,7.86054099688545,24.6109924998,5.2534,1.62529,30.188679245283,82.7586206896552,56.9811320754717,16.3,31.6,17.4,24.97416197,42
"289","12019",591,257,0.434856175972927,0.196277495769882,0.267343485617597,0.106598984771574,0.131979695431472,0.187817258883249,0.109983079526227,0.560067681895093,0.641791044776119,0.208955223880597,0.119402985074627,0.0298507462686567,530,134,90102,71.7920592228734,74.0180299473704,0.15,5.2765589938,0.352,53.51658,0.0263669631,75.717014434,0.166,84364,226589,0.1442553094,0.35,28,3.77243025347721,43.4856175972927,6.55923286941466,1.48720339171162,5.88222237020266,12.3571753262515,8.4364,2.26589,18.7817258883249,64.1791044776119,56.0067681895093,15,35.2,16.6,14.42553094,35
"290","12021",1041,343,0.329490874159462,0.301633045148895,0.188280499519693,0.174831892411143,0.069164265129683,0.106628242074928,0.159462055715658,0.522574447646494,0.429577464788732,0.130281690140845,0.419014084507042,0.0211267605633803,822,268,144440,77.1537727529152,74.8379557415245,0.145,4.3458651897,0.272,82.12861,0.0277417107,84.695359493,0.144,81821,397994,0.1162282569,0.54,73,3.49496356453906,32.9490874159462,7.2071448352257,1.85544170589864,5.69094433674882,18.3419850550511,8.1821,3.97994,10.6628242074928,42.9577464788732,52.2574447646494,14.5,27.2,14.4,11.62282569,54
"291","12023",590,227,0.384745762711864,0.21864406779661,0.272881355932203,0.125423728813559,0.147457627118644,0.142372881355932,0.0932203389830508,0.6,0.571428571428571,0.299539170506912,0.119815668202765,0.00921658986175115,400,42,36839,68.2109198277438,78.0064056691696,0.19,5.3645988698,0.343,51.14726,0.0321325892,73.188142227,0.176,54060,71908,0.6365175471,0.37,27,3.64999766656973,38.4745762711864,16.0156356035723,1.14009609381362,10.8580580363202,37.5479779718529,5.406,0.71908,14.2372881355932,57.1428571428571,60,19,34.3,17.6,63.65175471,37
"292","12027",405,223,0.550617283950617,0.279012345679012,0.207407407407407,0.165432098765432,0.0641975308641975,0.17037037037037,0.11358024691358,0.545679012345679,0.555555555555556,0.175925925925926,0.259259259259259,0.00925925925925926,372,48,18893,75.4880207300711,75.4565068954229,0.25,4.81124389,0.416,26.15671,0.0327514067,78.128854079,0.172,47097,35312,0.4895808806,0.37,8,4.00845489034167,55.0617283950617,21.4365108770444,2.54062351135341,19.6898322129889,22.6551880380607,4.7097,0.35312,17.037037037037,55.5555555555556,54.5679012345679,25,41.6,17.2,48.95808806,37
"293","12029",100,59,0.59,0.11,0.34,0.06,0.12,0.32,0.05,0.64,0.837837837837838,0.0540540540540541,0.108108108108108,0,150,22,5924,69.7897923755606,77.628800099238,0.205,5.5708507691,0.385,23.38908,0.0326384142,74.111952311,0.179,40587,17124,1,0.28,0,4.07753744390572,59,16.8804861580014,3.7137069547603,25.320729237002,0,4.0587,0.17124,32,83.7837837837838,64,20.5,38.5,17.9,100,28
"294","12031",1927,492,0.25531914893617,0.22677737415672,0.256875973015049,0.163466528282304,0.108977685521536,0.136481577581733,0.107420861442657,0.52932018681889,0.484149855907781,0.325648414985591,0.154178674351585,0.0360230547550432,1422,379,380647,72.1064705390288,73.1323035949586,0.164,5.0039255373,0.346,81.00527,0.0302663651,74.34138291,0.16,70203,1016536,0.0265075078,0.42,412,3.23992923406603,25.531914893617,5.0624331729923,0.995673156494075,3.73574466631814,40.5297992397711,7.0203,10.16536,13.6481577581733,48.4149855907781,52.932018681889,16.4,34.6,16,2.65075078,42
"295","12033",1108,344,0.310469314079422,0.186823104693141,0.272563176895307,0.127256317689531,0.116425992779783,0.186823104693141,0.110108303249097,0.578519855595668,0.55919395465995,0.292191435768262,0.113350125944584,0.035264483627204,873,165,153391,70.9599570533521,70.8675520796351,0.162,4.9851588947,0.354,76.3051,0.0303404327,73.057199608,0.164,61634,324878,0.07626163,0.34,120,3.43549997605426,31.0469314079422,7.2233703411543,1.07568240639933,5.6913378229492,36.9369424830244,6.1634,3.24878,18.6823104693141,55.919395465995,57.8519855595668,16.2,35.4,16.4,7.626163,34
"296","12035",330,130,0.393939393939394,0.154545454545455,0.242424242424242,0.1,0.0787878787878788,0.33030303030303,0.0939393939393939,0.6,0.770642201834862,0.100917431192661,0.119266055045872,0.0091743119266055,460,77,55247,71.2758528051871,79.0168964667552,0.15,5.2848456518,0.326,52.9223,0.0337071972,77.961711153,0.163,73336,126705,0.0765310544,0.41,18,3.67361198198315,39.3939393939394,5.97317501402791,1.39374083660651,8.326243958948,14.2062270628626,7.3336,1.26705,33.030303030303,77.0642201834862,60,15,32.6,16.3,7.65310544,41
"297","12039",662,329,0.496978851963746,0.194864048338369,0.24773413897281,0.169184290030211,0.129909365558912,0.158610271903323,0.0996978851963746,0.518126888217523,0.319444444444444,0.569444444444444,0.111111111111111,0,352,64,29791,68.8390568475535,76.345218406193,0.227,5.2648591853,0.43,22.87597,0.0381340438,74.054405525,0.174,45628,43403,0.8051156848,0.32,0,3.90596238081645,49.6978851963746,22.221476284784,2.14829982209392,11.8156490215166,0,4.5628,0.43403,15.8610271903323,31.9444444444444,51.8126888217523,22.7,43,17.4,80.51156848,32
"298","12041",80,42,0.525,0.1375,0.35,0.0875,0.0625,0.2875,0.075,0.5625,0.764705882352941,0.0588235294117647,0.176470588235294,0,131,9,6866,69.8217552376564,77.0770003109068,0.191,5.1522565972,0.36,43.57298,0.030237581,75.64300764,0.176,58178,18992,1,0.32,0,3.96081316959758,52.5,11.6516166618118,1.31080687445383,19.0795222837169,0,5.8178,0.18992,28.75,76.4705882352941,56.25,19.1,36,17.6,100,32
"300","12045",104,48,0.461538461538462,0.307692307692308,0.192307692307692,0.182692307692308,0.0480769230769231,0.182692307692308,0.0865384615384615,0.519230769230769,0.724137931034483,0.241379310344828,0,0.0344827586206897,104,25,6226,70.7880278418453,76.4715632339917,0.167,5.0912109349,0.326,48.73634,0.0268777614,73.935211946,0.169,55909,15314,1,0.34,0,3.83198029775461,46.1538461538462,16.7041439126245,4.0154192097655,16.7041439126245,0,5.5909,0.15314,18.2692307692308,72.4137931034483,51.9230769230769,16.7,32.6,16.9,100,34
"301","12047",154,79,0.512987012987013,0.149350649350649,0.311688311688312,0.155844155844156,0.155844155844156,0.162337662337662,0.0649350649350649,0.48051948051948,0.655737704918033,0.245901639344262,0.0983606557377049,0,131,12,6402,68.7348334304637,75.933727790909,0.251,5.0820756264,0.387,7.14643,0.0402093743,72.69377884,0.179,45484,13217,1,0.33,0,3.93766543604148,51.2987012987013,24.0549828178694,1.87441424554827,20.4623555139019,0,4.5484,0.13217,16.2337662337662,65.5737704918033,48.051948051948,25.1,38.7,17.9,100,33
"302","12049",172,73,0.424418604651163,0.232558139534884,0.325581395348837,0.168604651162791,0.063953488372093,0.0930232558139535,0.116279069767442,0.558139534883721,0.489795918367347,0.142857142857143,0.36734693877551,0,130,26,9939,74.1805188744707,75.1669518661026,0.257,4.8332478034,0.406,15.73255,0.0385972902,75.586261568,0.176,48572,25645,0.6134559956,0.32,0,3.74813515032303,42.4418604651163,17.3055639400342,2.61595733977261,13.0797866988631,0,4.8572,0.25645,9.30232558139535,48.9795918367347,55.8139534883721,25.7,40.6,17.6,61.34559956,32
"303","12051",215,100,0.465116279069767,0.306976744186047,0.209302325581395,0.274418604651163,0.0511627906976744,0.0744186046511628,0.0837209302325581,0.502325581395349,0.416666666666667,0.1875,0.395833333333333,0,150,61,15198,74.6653844825315,80.2114237168499,0.263,5.1814717029,0.371,27.28648,0.0473640059,75.417135239,0.173,55308,41339,0.3600040385,0.29,3,3.83970234384852,46.5116279069767,14.1465982366101,4.01368601131728,9.86971969996052,7.25706959529742,5.5308,0.41339,7.44186046511628,41.6666666666667,50.2325581395349,26.3,37.1,17.3,36.00040385,29
"304","12053",900,284,0.315555555555556,0.224444444444444,0.196666666666667,0.155555555555556,0.113333333333333,0.243333333333333,0.0666666666666667,0.547777777777778,0.684385382059801,0.132890365448505,0.169435215946844,0.0132890365448505,909,131,111965,72.2442568301528,76.7609472373465,0.165,5.2670395576,0.359,55.82193,0.035798374,74.982857368,0.17,60582,206896,0.2005809321,0.38,44,3.45174966082499,31.5555555555556,8.0382262314116,1.17000848479436,8.11860849372572,21.266723377929,6.0582,2.06896,24.3333333333333,68.4385382059801,54.7777777777778,16.5,35.9,17,20.05809321,38
"305","12055",562,222,0.395017793594306,0.197508896797153,0.263345195729537,0.129893238434164,0.122775800711744,0.181494661921708,0.104982206405694,0.548042704626335,0.5,0.161458333333333,0.333333333333333,0.00520833333333333,453,95,51882,74.0928304473317,78.7317487923045,0.192,4.9748915343,0.391,58.0855,0.04168278,75.529989365,0.17,51954,105618,0.1987652492,0.37,38,3.67634571796668,39.5017793594306,10.8322732354188,1.83107821595158,8.7313519139586,35.9787157492094,5.1954,1.05618,18.1494661921708,50,54.8042704626335,19.2,39.1,17,19.87652492,37
"306","12057",3426,557,0.162580268534734,0.199357851722125,0.288966725043783,0.130764740221833,0.137186223000584,0.136018680677175,0.107705779334501,0.564798598949212,0.452088452088452,0.208026208026208,0.306306306306306,0.0335790335790336,2529,625,735790,74.6829082501696,74.566057626173,0.153,4.8681905619,0.295,83.5479,0.0276901429,77.904008466,0.151,74091,1513301,0.0367231097,0.41,432,2.78858674703131,16.2580268534734,4.6562198453363,0.849427146332513,3.43712200491988,28.5468654286226,7.4091,15.13301,13.6018680677175,45.2088452088452,56.4798598949212,15.3,29.5,15.1,3.67231097,41
"307","12059",92,56,0.608695652173913,0.293478260869565,0.130434782608696,0.173913043478261,0.195652173913043,0.16304347826087,0.0434782608695652,0.478260869565217,0.885714285714286,0.0857142857142857,0.0285714285714286,0,73,12,9023,68.4932917198954,73.9309675779433,0.22,6.0679625085,0.365,35.38213,0.0307036247,71.669262052,0.187,50118,19651,1,0.29,0,4.1087332996742,60.8695652173913,10.1961653552034,1.32993461154827,8.09043555358528,0,5.0118,0.19651,16.304347826087,88.5714285714286,47.8260869565217,22,36.5,18.7,100,29
"308","12061",801,290,0.362047440699126,0.229712858926342,0.230961298377029,0.131086142322097,0.117353308364544,0.205992509363296,0.0848938826466916,0.545568039950062,0.64591439688716,0.171206225680934,0.175097276264591,0.00778210116731518,726,156,101064,75.2766579614668,75.5646897666251,0.147,4.4962339327,0.323,62.93458,0.0338940645,78.976265783,0.155,69462,167352,0.0724272161,0.49,40,3.58919016190025,36.2047440699126,7.92567086202802,1.54357634766089,7.18356684872952,23.9017161432191,6.9462,1.67352,20.5992509363296,64.591439688716,54.5568039950062,14.7,32.3,15.5,7.24272161,49
"309","12063",184,93,0.505434782608696,0.190217391304348,0.255434782608696,0.190217391304348,0.0815217391304348,0.217391304347826,0.0652173913043478,0.53804347826087,0.754385964912281,0.157894736842105,0.0701754385964912,0.0175438596491228,204,36,15842,68.6643288025796,74.369975535181,0.207,5.5640587413,0.35,31.4505,0.0324272196,72.136468239,0.178,50625,48211,0.8824996302,0.32,7,3.92283392153236,50.5434782608696,11.6146951142532,2.27244034844085,12.8771619744982,14.5195079961005,5.0625,0.48211,21.7391304347826,75.4385964912281,53.804347826087,20.7,35,17.8,88.24996302,32
"310","12065",143,83,0.58041958041958,0.202797202797203,0.237762237762238,0.160839160839161,0.146853146853147,0.132867132867133,0.118881118881119,0.524475524475524,0.568627450980392,0.392156862745098,0.0196078431372549,0.0196078431372549,129,13,8329,68.9469914892499,75.2720997123682,0.188,5.0611764637,0.354,27.48196,0.0320557491,75.388393083,0.168,56900,15042,1,0.29,0,4.06116616352478,58.041958041958,17.1689278424781,1.56081162204346,15.4880537879697,0,5.69,0.15042,13.2867132867133,56.8627450980392,52.4475524475524,18.8,35.4,16.8,100,29
"312","12069",806,302,0.37468982630273,0.203473945409429,0.215880893300248,0.107940446650124,0.127791563275434,0.261786600496278,0.0831265508684863,0.573200992555831,0.603508771929825,0.140350877192982,0.224561403508772,0.0315789473684211,994,157,171685,73.2347998084886,74.5673174905491,0.158,4.9097630323,0.355,58.61487,0.0302776966,77.429301781,0.163,67637,410139,0.1793174218,0.48,158,3.62351346085633,37.468982630273,4.69464426129248,0.914465445437866,5.78967294754929,38.523524951297,6.7637,4.10139,26.1786600496278,60.3508771929825,57.3200992555831,15.8,35.5,16.3,17.93174218,48
"313","12071",1649,438,0.26561552456034,0.234687689508793,0.224378411158278,0.154639175257732,0.120072771376592,0.141297756215888,0.124924196482717,0.54214675560946,0.567669172932331,0.110902255639098,0.296992481203008,0.0244360902255639,1267,310,299894,76.4709346182458,74.2430701003007,0.152,4.3820471112,0.279,66.49949,0.0311426243,81.171636458,0.151,71607,822453,0.0392798841,0.51,141,3.27946477380494,26.561552456034,5.49860950869307,1.03369857349597,4.22482610522384,17.1438367906738,7.1607,8.22453,14.1297756215888,56.7669172932331,54.214675560946,15.2,27.9,15.1,3.92798841,51
"314","12073",1259,418,0.332009531374106,0.197776012708499,0.283558379666402,0.15011914217633,0.14614773629865,0.121525019857029,0.10087370929309,0.544876886417792,0.530526315789474,0.341052631578947,0.0989473684210526,0.0294736842105263,1037,158,157968,70.1611439236248,74.0356291040089,0.151,5.4341266,0.35,88.45115,0.0296493092,77.514677986,0.158,61560,297369,0.1343746364,0.4,60,3.5025785844685,33.2009531374106,7.96996860123569,1.00020257267295,6.56462068266991,20.1769518678813,6.156,2.97369,12.1525019857029,53.0526315789474,54.4876886417792,15.1,35,15.8,13.43746364,40
"315","12075",145,78,0.537931034482759,0.124137931034483,0.268965517241379,0.0620689655172414,0.186206896551724,0.289655172413793,0.0689655172413793,0.613793103448276,0.728813559322034,0.11864406779661,0.0847457627118644,0.0677966101694915,221,15,15879,70.6978689682833,76.3186029762639,0.196,5.4234538597,0.369,11.32298,0.0348095712,74.196708758,0.18,55147,45260,1,0.33,0,3.98514527025711,53.7931034482759,9.13155740285912,0.944643869261289,13.9177530071163,0,5.5147,0.4526,28.9655172413793,72.8813559322034,61.3793103448276,19.6,36.9,18,100,33
"317","12079",45,26,0.577777777777778,0.177777777777778,0.422222222222222,0.0444444444444444,0.155555555555556,0.2,0,0.622222222222222,0.619047619047619,0.380952380952381,0,0,71,4,6104,69.1009857076752,74.6128838715873,0.25,5.5979526943,0.399,10.93613,0.032814096,73.010728829,0.182,46141,18198,1,0.33,0,4.05660423423925,57.7777777777778,7.37221494102228,0.655307994757536,11.6317169069463,0,4.6141,0.18198,20,61.9047619047619,62.2222222222222,25,39.9,18.2,100,33
"318","12081",944,322,0.341101694915254,0.204449152542373,0.268008474576271,0.122881355932203,0.138771186440678,0.169491525423729,0.0963983050847458,0.557203389830508,0.598784194528875,0.188449848024316,0.200607902735562,0.0121580547112462,816,109,176721,75.5912101811346,72.9980521072101,0.148,4.7175667018,0.311,62.03008,0.0285521366,80.033193713,0.155,72176,429125,0.0469140127,0.48,90,3.529595565387,34.1101694915254,5.34175338527962,0.616791439613855,4.61744784151289,20.9729099912613,7.2176,4.29125,16.9491525423729,59.8784194528875,55.7203389830508,14.8,31.1,15.5,4.69140127,48
"319","12083",1328,404,0.30421686746988,0.22816265060241,0.234939759036145,0.120481927710843,0.104668674698795,0.189006024096386,0.122740963855422,0.532379518072289,0.566591422121896,0.17607223476298,0.241534988713318,0.0158013544018059,1288,113,206810,71.5779374952372,76.2847625585051,0.178,5.1713328683,0.382,58.04387,0.0344485733,74.35814339,0.169,54517,396415,0.2934521213,0.41,110,3.41515573391286,30.421686746988,6.42135293264349,0.546395242009574,6.22793868768435,27.7486977031646,5.4517,3.96415,18.9006024096386,56.6591422121896,53.2379518072289,17.8,38.2,16.9,29.34521213,41
"320","12085",430,182,0.423255813953488,0.311627906976744,0.206976744186047,0.118604651162791,0.0767441860465116,0.167441860465116,0.118604651162791,0.495348837209302,0.689075630252101,0.0756302521008403,0.201680672268908,0.0336134453781513,362,100,67391,76.4266953256737,72.3942465449921,0.134,4.6718198335,0.287,69.40016,0.026964166,80.682379812,0.15,80678,162006,0.0732243058,0.48,74,3.74539166437728,42.3255813953488,6.38067397723732,1.48387766912496,5.37163716223235,45.6773205930645,8.0678,1.62006,16.7441860465116,68.9075630252101,49.5348837209302,13.4,28.7,15,7.32243058,48
"321","12086",7172,597,0.0832403792526492,0.178332403792526,0.29824316787507,0.110150585610708,0.166201896263246,0.145984383714445,0.101087562744004,0.556469604015616,0.271609833465504,0.117367168913561,0.574544012688343,0.0364789849325932,6911,949,1819840,78.1840317258042,73.6083611857351,0.197,4.4598023518,0.301,82.80829,0.0263186108,80.186929705,0.15,66952,2673837,0.0086354597,0.29,593,2.11914746465567,8.32403792526492,3.94100580270793,0.521474415333216,3.79758660101987,22.1778664892437,6.6952,26.73837,14.5984383714445,27.1609833465504,55.6469604015616,19.7,30.1,15,0.86354597,29
"322","12087",329,117,0.355623100303951,0.285714285714286,0.209726443768997,0.218844984802432,0.127659574468085,0.0911854103343465,0.0668693009118541,0.519756838905775,0.540816326530612,0.102040816326531,0.357142857142857,0,295,61,36433,79.8590311006809,74.2541116293164,0.136,4.4618976139,0.304,65.71742,0.0185741545,80.648236117,0.147,79459,81708,0.1311267708,0.4,14,3.57128637002047,35.5623100303951,9.03027475091263,1.67430626080751,8.0970548678396,17.1341851471092,7.9459,0.81708,9.11854103343465,54.0816326530612,51.9756838905775,13.6,30.4,14.7,13.11267708,40
"323","12089",231,98,0.424242424242424,0.285714285714286,0.155844155844156,0.116883116883117,0.103896103896104,0.220779220779221,0.116883116883117,0.536796536796537,0.764705882352941,0.147058823529412,0.0588235294117647,0.0294117647058824,229,32,31330,69.8783891156737,78.8884512845731,0.133,5.4032590582,0.305,38.22102,0.0254769947,76.920127424,0.162,90808,97899,0.4376992208,0.49,0,3.74771995413687,42.4242424242424,7.37312480051069,1.0213852537504,7.30928822215129,0,9.0808,0.97899,22.0779220779221,76.4705882352941,53.6796536796537,13.3,30.5,16.2,43.76992208,49
"324","12091",793,261,0.329129886506936,0.220680958385876,0.264817150063052,0.153846153846154,0.113493064312736,0.126103404791929,0.121059268600252,0.563682219419924,0.679841897233202,0.181818181818182,0.114624505928854,0.0237154150197628,453,153,90624,69.6637377229309,73.1025195318599,0.143,4.645522626,0.316,69.86941,0.0243796214,76.490888274,0.157,76663,216482,0.1064119281,0.34,57,3.49386737167594,32.9129886506936,8.75044138418079,1.68829449152542,4.99867584745763,26.33013368317,7.6663,2.16482,12.6103404791929,67.9841897233202,56.3682219419924,14.3,31.6,15.7,10.64119281,34
"325","12093",324,139,0.429012345679012,0.280864197530864,0.268518518518519,0.185185185185185,0.0709876543209877,0.0802469135802469,0.114197530864198,0.540123456790123,0.531914893617021,0.127659574468085,0.308510638297872,0.0319148936170213,217,108,25888,74.3957452165919,83.1382741721219,0.206,5.4573883782,0.339,42.21924,0.0306595769,73.923092419,0.173,50176,40412,0.3644687721,0.32,8,3.75890060332645,42.9012345679012,12.5154511742892,4.17181705809642,8.38226205191594,19.7961001682669,5.0176,0.40412,8.02469135802469,53.1914893617021,54.0123456790123,20.6,33.9,17.3,36.44687721,32
"326","12095",3125,555,0.1776,0.2048,0.29984,0.1216,0.13696,0.11936,0.11744,0.54816,0.378304466727438,0.189608021877849,0.373746581586144,0.0583409298085688,2173,434,679838,74.5431489738633,72.2542307141565,0.165,4.5836019352,0.304,92.56747,0.0287852038,79.297794893,0.149,72129,1452726,0.0234770349,0.4,388,2.87694873756402,17.76,4.59668332749861,0.638387380523007,3.19634971860943,26.708408880959,7.2129,14.52726,11.936,37.8304466727438,54.816,16.5,30.4,14.9,2.34770349,40
"327","12097",1992,460,0.230923694779116,0.221385542168675,0.286646586345382,0.143574297188755,0.127510040160643,0.113955823293173,0.106927710843373,0.548192771084337,0.30360205831904,0.0994854202401372,0.564322469982847,0.032590051457976,1398,210,242469,74.2910042135748,73.8549292484063,0.188,4.23500153,0.354,41.16226,0.0338761489,78.098968422,0.151,63782,422545,0.0630557614,0.37,66,3.13950223732669,23.0923694779116,8.21548321641117,0.866090098115635,5.76568551031266,15.6196381450496,6.3782,4.22545,11.3955823293173,30.360205831904,54.8192771084337,18.8,35.4,15.1,6.30557614,37
"328","12099",3641,573,0.157374347706674,0.263114528975556,0.211480362537764,0.151881351277122,0.114254325734688,0.129360065915957,0.129909365558912,0.523757209557814,0.465878070973612,0.180163785259327,0.311191992720655,0.0427661510464058,2604,536,810960,77.9821270404693,73.0328645353128,0.148,4.7942219624,0.275,80.37453,0.0290417113,81.00846647,0.149,76713,1518477,0.0084881895,0.51,401,2.7560422545274,15.7374347706674,4.48974055440466,0.660945052776956,3.21100917431193,26.4080391076058,7.6713,15.18477,12.9360065915957,46.5878070973612,52.3757209557814,14.8,27.5,14.9,0.84881895,51
"329","12101",1581,375,0.23719165085389,0.183428209993675,0.304237824161923,0.108159392789374,0.127134724857685,0.172043010752688,0.104996837444655,0.550917141049968,0.592920353982301,0.115044247787611,0.256637168141593,0.0353982300884956,1446,239,267161,73.3833169090095,75.0179380862057,0.158,5.4372930262,0.316,51.36397,0.030494017,76.424728786,0.166,65933,608794,0.072448215,0.43,166,3.16628337474903,23.719165085389,5.91777991548168,0.894591650727464,5.41246663996616,27.2670229995696,6.5933,6.08794,17.2043010752688,59.2920353982301,55.0917141049968,15.8,31.6,16.6,7.2448215,43
"330","12103",1823,464,0.254525507405376,0.164015359297861,0.244651673066374,0.135490948985189,0.148656061437191,0.221064179923204,0.086121777290181,0.53976961053209,0.605755395683453,0.19568345323741,0.155395683453237,0.0431654676258993,1723,401,420498,74.6007254477948,74.7047619577332,0.141,4.903045203,0.275,91.36382,0.026455379,77.947765182,0.159,66427,961739,0.001904897,0.45,279,3.23681596353568,25.4525507405376,4.33533572097846,0.953631170659551,4.09752246146236,29.0099496848937,6.6427,9.61739,22.1064179923204,60.5755395683453,53.976961053209,14.1,27.5,15.9,0.1904897,45
"331","12105",1780,472,0.265168539325843,0.21123595505618,0.226966292134831,0.151685393258427,0.123033707865169,0.193820224719101,0.0932584269662921,0.523033707865169,0.494271685761047,0.16366612111293,0.312602291325696,0.0294599018003273,1397,299,313598,74.0083233450749,73.8351113340188,0.184,4.8590465443,0.363,46.05054,0.0348041215,76.493227871,0.161,61941,787404,0.108846887,0.43,145,3.27778052828752,26.5168539325843,5.67605660750387,0.953449958226774,4.45474779813647,18.4149432819747,6.1941,7.87404,19.3820224719101,49.4271685761047,52.3033707865169,18.4,36.3,16.1,10.8846887,43
"332","12107",461,215,0.466377440347072,0.188720173535792,0.225596529284165,0.162689804772234,0.127982646420824,0.216919739696312,0.0780911062906725,0.559652928416486,0.613793103448276,0.275862068965517,0.110344827586207,0,328,73,37051,70.5973738231879,78.2604905892879,0.229,5.7291170431,0.366,37.75264,0.0405223528,71.500235156,0.186,46459,74731,0.7267904148,0.35,10,3.84241017111911,46.6377440347072,12.442309249413,1.97025721303069,8.85266254622008,13.3813276953339,4.6459,0.74731,21.6919739696312,61.3793103448276,55.9652928416486,22.9,36.6,18.6,72.67904148,35
"333","12109",625,243,0.3888,0.1968,0.2432,0.1008,0.1312,0.2048,0.1232,0.5312,0.699570815450644,0.15450643776824,0.107296137339056,0.0386266094420601,723,137,121093,71.802586464566,77.7141444222017,0.115,4.9012460037,0.246,95.05378,0.0233304092,81.125585573,0.15,103757,306841,0.1479308768,0.49,47,3.66047997959224,38.88,5.16132228947999,1.13136184585401,5.97061762447045,15.3173793593425,10.3757,3.06841,20.48,69.9570815450644,53.12,11.5,24.6,15,14.79308768,49
"334","12111",1657,452,0.272782136391068,0.288473144236572,0.191309595654798,0.190102595051298,0.0977670488835244,0.141219070609535,0.0911285455642728,0.52082076041038,0.493801652892562,0.241735537190083,0.235537190082645,0.0289256198347107,1005,284,184871,75.5042789889825,75.1231045435952,0.174,5.3046926633,0.352,33.76225,0.0341081484,78.731825288,0.163,64038,358704,0.0353769143,0.41,69,3.30608834839376,27.2782136391068,8.96300663706044,1.5362063276555,5.43622309610485,19.2359159641376,6.4038,3.58704,14.1219070609535,49.3801652892562,52.082076041038,17.4,35.2,16.3,3.53769143,41
"335","12113",546,227,0.415750915750916,0.265567765567766,0.206959706959707,0.111721611721612,0.119047619047619,0.148351648351648,0.148351648351648,0.562271062271062,0.754966887417219,0.125827814569536,0.112582781456954,0.00662251655629139,414,91,76348,69.6621449917989,72.2633917627644,0.141,5.459822555,0.306,57.73255,0.0268420331,76.760869931,0.168,82537,198268,0.1990265957,0.34,16,3.72750122772459,41.5750915750916,7.15146434746162,1.19191072457694,5.42253890082255,8.06988520588295,8.2537,1.98268,14.8351648351648,75.4966887417219,56.2271062271062,14.1,30.6,16.8,19.90265957,34
